drugbank_id,disease
DB00813,cancer
DB00813,pain
DB00814,arthritis
DB00814,osteoarthritis
DB00815,herpes simplex viruses
DB00816,chronic bronchitis
DB00816,emphysema
DB00816,bronchospasm
DB00817,respiratory tract
DB00817,urinary tract
DB00817,bacterial infection
DB00818,status epilepticus
DB00819,edema
DB00819,glaucoma
DB00819,congestive heart failure
DB00819,drug-induced edema
DB00819,chronic simple (open-angle)
DB00819,centrencephalic epilepsies
DB00820,erectile dysfunction
DB00821,post-surgical pain
DB00821,pain
DB00824,sickle cell disease
DB00824,peripheral vascular diseases
DB00824,diabetic neuropathy
DB00824,cerebrovascular insufficiency
DB00825,cough
DB00825,sore
DB00825,pain
DB00825,irritation
DB00825,sore mouth
DB00826,conjunctivitis
DB00826,fungal blepharitis
DB00826,keratitis
DB00827,urinary tract infections
DB00828,acute cystitis
DB00828,urinary tract infections
DB00829,anxiety disorders
DB00829,insomnia
DB00830,obesity
DB00831,anxiety disorders
DB00831,depressive
DB00831,anxiety
DB00831,agitation
DB00832,epilepsy
DB00833,pneumonia
DB00833,"lung, skin, throat"
DB00833,infections
DB00833,urinary tract infections
DB00834,glucose intolerance
DB00834,hyperglycemia
DB00834,diabetes mellitus
DB00834,cushing's syndrome
DB00834,intrauterine pregnancy
DB00834,hypercortisolism
DB00835,itchy
DB00835,watery
DB00835,allergic rhinitis
DB00835,sneezing
DB00836,diarrhea
DB00836,inflammatory bowel disease
DB00836,chronic diarrhea
DB00836,gastroenteritis
DB00837,epilepsy
DB00838,corticosteroid-responsive dermatoses of the scalp
DB00839,hyperglycemia
DB00839,diabetes mellitus
DB00840,corneal erosions
DB00840,corneal
DB00840,dryness
DB00840,neuroparalytic keratitis
DB00840,keratoconjunctivitis sicca
DB00841,cardiac decompensation
DB00841,organic heart disease
DB00841,depressed
DB00842,anxiety disorders
DB00843,alzheimer's type
DB00843,dementia
DB00844,pain
DB00845,lepromatous leprosy
DB00845,dapsone-resistant lepromatous leprosy
DB00845,erythema nodosum leprosum
DB00847,cystinosis
DB00847,corneal cystine
DB00847,nephropathic cystinosis
DB00848,head/neck cancer
DB00848,dukes' stage c colon cancer
DB00848,malignant melanoma
DB00849,epilepsy
DB00849,anxiety
DB00850,nausea
DB00850,vomiting
DB00850,psychotic disorders
DB00851,hodgkin's disease
DB00851,malignant melanoma
DB00852,eustachian tube congestion
DB00852,sinus congestion
DB00852,allergic rhinitis
DB00852,sinusitis
DB00852,vasomotor rhinitis
DB00852,otitis
DB00852,tracheobronchitis
DB00852,priapism
DB00852,nasal congestion
DB00852,croup
DB00853,glioblastoma multiforme
DB00853,anaplastic astrocytoma
DB00854,pain
DB00856,neuropathic disorder
DB00856,tic douloureux
DB00856,pain
DB00856,injuries
DB00856,trigeminal neuralgia
DB00857,toenail
DB00857,scalp ringworm
DB00857,tinea corporis
DB00857,infections
DB00857,tinea cruris
DB00857,jock itch
DB00857,ringworm
DB00857,tinea capitis
DB00858,androgenresponsive recurrent mammary cancer
DB00859,rheumatoid arthritis
DB00859,cystinuria
DB00859,wilson's disease
DB00860,congenital adrenal hyperplasia
DB00860,bursitis
DB00860,acute rhematic carditis
DB00860,celiac disease
DB00860,thyroiditis
DB00860,arthritis
DB00860,epicondylitis
DB00860,rheumatoid arthritis
DB00860,lymphomas
DB00860,autoimmune hemolytic anemia
DB00860,thrombocytopenia purpura
DB00860,ulcerative colitis
DB00860,spondylitis
DB00860,adrenocortical insufficiency
DB00860,systemic lupus erythematosus
DB00860,leukemias
DB00860,liver disorders
DB00861,osteoarthritis
DB00861,rheumatoid arthritis
DB00861,pain
DB00861,musculoskeletal trauma
DB00861,inflammation
DB00862,erectile dysfunction
DB00863,peptic ulcer disease
DB00863,gastroesophageal reflux disease
DB00863,gerd
DB00863,pud
DB00863,dyspepsia
DB00863,stress ulcer
DB00864,cornea
DB00864,atopic dermatitis
DB00864,small bowel
DB00864,"pancreas, lung, trachea, skin,"
DB00865,obesity
DB00866,hypertension
DB00866,angina
DB00866,arrhythmia
DB00867,premature labour
DB00868,cough
DB00868,oropharyngeal
DB00869,ocular hypertension
DB00869,open-angle glaucoma
DB00870,miosis
DB00871,bronchospasm
DB00871,obstructive airway disease
DB00871,uterine contractions
DB00871,emphysema
DB00871,bronchitis
DB00871,preterm labor
DB00872,pulmonary disorders
DB00872,adrenal insufficiency
DB00872,hyponatremia
DB00872,hypothyroidism
DB00873,allergic conjunctivitis
DB00873,allergic rhinitis
DB00873,acne
DB00873,iritis
DB00873,keratitis
DB00873,herpes zoster keratitis
DB00873,uveitis
DB00873,cyclitis
DB00873,conjunctivitides
DB00874,phlegm
DB00874,respiratory tract infections
DB00875,depression
DB00875,schizophrenia
DB00876,hypertension
DB00876,diabetic nephropathy
DB00876,congestive heart failure
DB00878,oropharyngeal
DB00878,caries
DB00878,critically ill
DB00878,periodontitis
DB00879,hiv-1 infection
DB00879,hiv infection
DB00880,hypertension
DB00880,edema
DB00880,hepatic cirrhosis
DB00880,congestive heart failure
DB00881,hypertension
DB00881,nephropathy
DB00881,congestive heart failure
DB00881,diabetes mellitus
DB00881,renal disease
DB00881,hypertensive
DB00881,microalbuminuria
DB00882,anovulation
DB00882,infertility
DB00882,polycystic ovary syndrome
DB00883,angina pectoris
DB00883,coronary artery disease
DB00884,glucocorticoid-induced osteoporosis
DB00884,paget's disease of the bone (osteitis deformans
DB00885,itching of the eyes
DB00885,fever
DB00885,allergic conjunctivitis
DB00885,allergies
DB00886,hypertension
DB00887,edema
DB00887,hepatic and renal disease
DB00887,nephrotic syndrome
DB00887,congestive heart failure
DB00888,chronic myelocytic
DB00888,lymphosarcoma
DB00888,mycosis fungoides
DB00888,effusion
DB00888,bronchogenic carcinoma
DB00888,polycythemia
DB00888,carcinoma
DB00888,hodgkin's disease
DB00888,chronic lymphocytic leukemia
DB00889,nausea
DB00889,vomiting
DB00890,kraurosis vulvae
DB00890,atrophic vaginitis
DB00891,dermatitis herpetiformis
DB00893,kidney disease
DB00894,breast cancer
DB00896,anterior uveitis
DB00896,postoperative inflammation
DB00897,insomnia
DB00898,trigeminal neuralgia
DB00898,cancer
DB00898,tic douloureux
DB00898,chronic pain
DB00900,hiv-1 infection
DB00901,inflammation
DB00901,copd
DB00901,asthma and chronic obstructive pulmonary disease
DB00902,hypersensitivity
DB00902,skin disorders
DB00903,diseases like congestive heart failure
DB00903,edema
DB00903,liver failure
DB00903,kidney failure
DB00904,nausea
DB00904,vomiting
DB00904,postoperative nausea and vomiting
DB00905,glaucoma
DB00905,ocular hypertension
DB00906,seizures
DB00908,ventricular pre-excitation
DB00908,cardiac dysrhythmias
DB00909,seizures
DB00909,epilepsy
DB00910,hyperparathyroidism
DB00910,chronic kidney disease
DB00911,amebic liver abscess
DB00911,intestinal amebiasis
DB00911,trichomoniasis
DB00911,giardiasis
DB00912,diabetes mellitus
DB00913,pain
DB00914,type ii diabetes mellitus
DB00915,drug-induced extrapyramidal reactions
DB00915,parkinsonism
DB00915,infection
DB00916,diarrhea
DB00916,clostridium
DB00916,colitis
DB00916,infections
DB00916,acne
DB00916,bacterial vaginosis
DB00916,amebiasis
DB00916,helicobacter pylori infection
DB00916,trichomonas infections
DB00916,duodenal ulcer disease
DB00916,giardia lamblia gastro-enteritis
DB00917,intrauterine fetal death
DB00917,labor
DB00917,gestational trophoblastic disease
DB00917,hemorrhage
DB00918,migraine headache
DB00919,gonorrheal cervicitis
DB00919,proctitis
DB00920,allergic conjunctivitis
DB00920,atopic asthmatic
DB00920,itching of the eye
DB00921,pain
DB00922,heart disease
DB00922,chronic heart failure
DB00922,chf
DB00923,infections
DB00924,muscle spasm
DB00925,hypertension
DB00925,prostatic hypertrophy
DB00925,phaeochromocytoma
DB00926,psoriasis
DB00927,peptic ulcer disease
DB00927,gerd
DB00927,gastroesophageal reflux disease
DB00927,pud
DB00928,french-american-british myelodysplastic syndrome
DB00928,acute myelogenous leukemia
DB00928,anemia
DB00928,sideroblasts
DB00928,chronic myelomonocytic leukemia
DB00928,neutropenia
DB00928,thrombocytopenia
DB00929,ulceration
DB00929,uterine rupture
DB00929,hemorrhage
DB00930,hypercholesterolemia
DB00931,chronic bronchitis
DB00932,hiv-1 infected
DB00933,organic brain disorders
DB00933,alcoholism
DB00933,schizophrenia
DB00934,depression
DB00934,involutional melancholia
DB00934,depressive neurosis
DB00934,bipolar depression
DB00934,depressed
DB00934,psychotic depression
DB00935,irritations
DB00935,nasal congestion
DB00936,acne
DB00936,psoriasis
DB00936,"callouses, corns"
DB00937,obesity
DB00938,copd
DB00938,asthma and chronic obstructive pulmonary disease
DB00939,primary dysmenorrhea
DB00939,osteoarthritis
DB00939,idiopathic heavy menstrual blood loss
DB00939,rheumatoid arthritis
DB00939,pain
DB00940,peptic ulcer disease
DB00940,reflex neurogenic bladder
DB00940,pancreatitis
DB00940,gastritis
DB00940,irritable bowel syndrome
DB00940,biliary dyskinesia
DB00941,muscle fasciculations
DB00942,parkinson's disease
DB00943,human immunovirus (hiv) infections
DB00944,chronic open-angle glaucoma
DB00945,nonfatal myocardial infarction
DB00945,death
DB00945,osteoarthritis
DB00945,infarction
DB00945,rheumatoid arthritis
DB00945,pain
DB00945,unstable angina pectoris
DB00945,spondylitis
DB00945,systemic lupus erythematosus
DB00945,inflammation
DB00945,juvenile rheumatoid arthritis
DB00946,af
DB00946,atrial fibrillation
DB00946,thromboembolism
DB00946,pulmonary embolism
DB00946,thromboembolic disease
DB00946,venous thrombosis
DB00946,ischemic stroke
DB00947,breast cancer
DB00948,gram&ndash;negative infections
DB00948,urinary tract
DB00949,liver failure
DB00949,epilepsy
DB00949,aplastic anemia
DB00950,allergic rhinitis
DB00951,tuberculosis
DB00952,migraine
DB00953,migraine
DB00954,skin and skin structure
DB00954,bacterial infection
DB00954,chronic bronchitis
DB00954,infections
DB00954,community-acquired pneumonia
DB00954,pharyngitis/tonsilitis
DB00954,bronchitis
DB00955,soft-tissue infection
DB00955,respiratory tract infections
DB00955,bacteremia
DB00955,infections
DB00955,burns
DB00955,septicaemia
DB00956,cough
DB00956,pain
DB00958,ovarian carcinoma
DB00959,rheumatoid arthritis
DB00960,hypertension
DB00960,edema
DB00960,atrial fibrillation
DB00960,ventricular tachycardias
DB00961,peripheral nerve block
DB00962,insomnia
DB00963,cataract
DB00963,postoperative inflammation
DB00964,open-angle glaucoma
DB00966,hypertension
DB00966,congestive heart failure
DB00966,diabetic nephropathy
DB00966,diabetes mellitus
DB00966,hypertensive
DB00967,urticaria
DB00967,pruritus
DB00967,allergic rhinitis
DB00967,chronic idiopathic urticaria
DB00968,hypertension
DB00969,gi abnormalities
DB00969,ibs
DB00969,diarrhea-predominant irritable bowel syndrome
DB00970,wilms' tumor
DB00970,nonseminomatous testicular cancer
DB00970,rhabdomyosarcoma
DB00970,ewing's sarcoma
DB00971,dermatitis
DB00971,tinea
DB00971,tinea capitis
DB00971,dandruff
DB00972,ocular itching
DB00972,non-allergic rhinitis
DB00972,allergic conjunctivitis
DB00972,allergic rhinitis
DB00973,hypercholesterolemia
DB00974,encephalopathy
DB00974,poisoning
DB00975,postoperative thromboembolic complications of cardiac valve
DB00975,angina
DB00976,acute bacterial tonsillitis
DB00976,infection
DB00976,pneumonia
DB00976,sinusitis
DB00976,bronchiolitis
DB00976,respiratory tract infection
DB00976,bronchitis
DB00977,breast cancer
DB00977,hypogonadism
DB00978,urinary tract
DB00978,chronic bronchitis
DB00978,bacterial infections
DB00978,respiratory tract
DB00978,urinary tract infection
DB00979,mydriasis
DB00980,insomnia
DB00981,toxicity
DB00981,glaucoma
DB00983,nocturnal asthma
DB00983,copd
DB00983,bronchospasm
DB00983,obstructive airways disease
DB00984,anemias
DB00984,turner's syndrome
DB00984,iii deficiency
DB00984,breast carcinoma
DB00984,hereditary angioedema
DB00985,nausea
DB00985,vertigo
DB00986,copd
DB00986,chronic obstructive pulmonary disease
DB00987,acute lymphocytic leukemia
DB00987,acute non-lymphocytic leukemia
DB00987,chronic myelocytic leukemia
DB00988,myocardial infarction
DB00988,congestive failure
DB00988,chronic cardiac decompensation
DB00988,endotoxic septicemia
DB00988,renal failure
DB00988,trauma
DB00988,shock
DB00989,parkinson's disease
DB00989,dementia
DB00989,alzheimer's type
DB00990,breast cancer
DB00991,osteoarthritis
DB00991,rheumatoid arthritis
DB00991,pain
DB00991,inflammation
DB00991,swelling
DB00992,actinic keratoses
DB00993,crohn's disease
DB00993,rheumatoid arthritis
DB00993,colitis
DB00994,bacteriuria
DB00994,diarrhea
DB00994,bacteremia
DB00994,hepatic encephalopathy
DB00994,bacterial infections
DB00994,otitis
DB00994,skin lesions
DB00995,arthritis
DB00995,rheumatoid arthritis
DB00996,seizures
DB00996,postherpetic neuralgia
DB00996,epilepsy
DB00997,hodgkin’s disease
DB00997,malignant lymphoma
DB00997,acute myeloblastic leukemia
DB00997,bone sarcomas
DB00997,primary breast cancer
DB00997,neoplastic conditions like acute lymphoblastic leukemia
DB00997,thyroid carcinoma
DB00997,bladder carcinoma
DB00997,gastric carcinoma
DB00997,bronchogenic carcinoma
DB00997,neuroblastoma
DB00997,ovarian carcinoma
DB00997,tumor
DB00997,breast carcinoma
DB00998,migraine
DB00999,edema
DB01000,bacterial infections
DB01001,bronchospasm
DB01001,bronchitis
DB01001,copd
DB01001,bronchial asthma
DB01001,chronic bronchopulmonary disorders
DB01002,pain
DB01003,vernal keratoconjunctivitis
DB01003,vernal conjunctivitis
DB01003,bronchial asthma
DB01003,vernal keratitis
DB01004,acquired immunodeficiency syndrome
DB01004,cmv
DB01004,cmv gastrointestinal disease
DB01004,aids
DB01004,retinitis
DB01004,cmv pneumonia
DB01004,cmv infections
DB01005,melanoma
DB01005,chronic myelocytic leukemia
DB01005,carcinoma of the ovary and sickle-cell anemia
DB01006,breast cancer
DB01007,moniliasis
DB01007,vulvovaginal candidiasis
DB01008,granulocytic) leukemia
DB01008,acute myeloid leukemia
DB01008,allogeneic hematopoietic progenitor cell transplantation
DB01008,nonmalignant diseases
DB01008,"chronic myelogenous  (myeloid, myelocytic"
DB01009,sprains
DB01009,primary dysmenorrhea
DB01009,osteoarthritis
DB01009,rheumatoid arthritis
DB01009,musculotendinous trauma
DB01009,pain
DB01009,spondylitis
DB01010,myasthenia gravis
DB01011,cushing's syndrome
DB01012,hyperparathyroidism
DB01012,chronic kidney disease
DB01012,parathyroid carcinoma
DB01012,hypercalcemia
DB01013,corticosteroid-responsive dermatoses of the scalp
DB01014,ulcerative colitis
DB01015,bacterial infections
DB01015,prostatitis
DB01015,bronchitis
DB01015,urinary tract infections
DB01016,niddm
DB01016,hyperglycemia
DB01017,fever
DB01017,typhus
DB01017,respiratory tract infections
DB01017,infections
DB01017,pox
DB01017,q fever
DB01017,typhus fever
DB01018,hypertension
DB01018,attention deficit hyperactivity disorder
DB01018,adhd
DB01019,neurogenic atony of the urinary bladder
DB01020,hypertension
DB01020,myocardial infarction
DB01020,chronic angina pectoris
DB01020,angina pectoris
DB01020,coronary artery disease
DB01021,hypertension
DB01021,oedema
DB01021,heart failure
DB01022,hypoprothrombinaemia
DB01023,hypertension
DB01024,allogeneic renal transplants
DB01025,canker sores
DB01025,ulcers
DB01026,thrush
DB01026,candiduria
DB01026,candidiasis
DB01026,blastomycosis
DB01026,coccidioidomycosis
DB01026,chromomycosis
DB01026,paracoccidioidomycosis
DB01026,histoplasmosis
DB01026,chronic mucocutaneous candidiasis
DB01029,hypertension
DB01029,congestive heart failure
DB01029,diabetic nephropathy
DB01029,proteinuria
DB01029,diabetes
DB01030,ovarian cancer
DB01030,treatment-sensitive
DB01030,small cell lung cancer
DB01031,insomnia
DB01032,gout
DB01032,tophaceous gout
DB01032,hyperuricemia
DB01033,acute lymphatic leukemia
DB01034,weight loss
DB01035,ventricular arrhythmias
DB01036,incontinence
DB01037,depression
DB01037,parkinson's disease
DB01037,alzheimer's disease
DB01038,schizophrenic
DB01039,hypercholesterolemia
DB01039,dyslipidemia
DB01040,blastomycosis of the skin
DB01041,enl
DB01041,erythema nodosum leprosum
DB01042,multiple myeloma
DB01042,epithelial carcinoma of the ovary
DB01042,melanoma of the extremities
DB01042,unresectable in-transit
DB01042,breast cancer
DB01042,amyloidosis
DB01043,alzheimer's type
DB01043,dementia
DB01044,abscesses
DB01044,c. pneumoniae
DB01044,skin infections
DB01044,community-acquired pneumonia
DB01044,sinusitis
DB01044,h. influenzae
DB01044,pneumoniae
DB01044,s. pyogenes
DB01044,s. pneumoniae
DB01044,s. aureus
DB01044,bronchitis
DB01045,mycobacterial infections
DB01045,tuberculosis
DB01046,idiopathic constipation
DB01046,irritable bowel syndrome
DB01046,constipation
DB01047,corticosteroid-responsive dermatoses
DB01048,hiv-1 infection
DB01049,dementia
DB01050,patent ductus arteriosus
DB01050,gout
DB01050,fever
DB01050,arthritis
DB01050,dysmenorrhea
DB01050,osteoarthritis
DB01050,pericarditis
DB01050,rheumatoid arthritis
DB01050,pain
DB01050,spondylitis
DB01050,inflammation
DB01050,juvenile rheumatoid arthritis
DB01051,infections
DB01053,pneumonia
DB01053,pericarditis
DB01053,infections
DB01053,meningitis
DB01053,endocarditis
DB01053,septicemia
DB01054,hypertension
DB01056,ventricular tachycardia
DB01056,ventricular arrhythmias
DB01057,angle-closure glaucoma
DB01058,infections
DB01059,urinary tract infection
DB01060,genitourinary tract
DB01060,gonorrhea
DB01060,b-hemolytic
DB01060,infections
DB01060,throat
DB01060,urethral infections
DB01061,infections
DB01063,psychotic
DB01063,hallucinations
DB01063,delusions
DB01064,heart block
DB01064,shock
DB01064,asthma and chronic bronchitis
DB01065,prostate cancer
DB01065,sunburn
DB01065,developmental disabilities
DB01065,tumors
DB01065,tardive dyskinesia
DB01065,cancers
DB01065,rhythm disorders
DB01065,cancer
DB01065,cluster headache
DB01065,dsps
DB01065,shift-work disorder
DB01065,sleep disorders
DB01065,cerebral palsy
DB01065,insomnia
DB01065,anxiety
DB01065,autism
DB01065,thrombocytopenia
DB01066,pharyngitis/tonsillitis
DB01066,chronic bronchitis
DB01066,infections
DB01066,community-acquired pneumonia
DB01066,skin-structure infections
DB01067,non-insulin-dependent diabetes mellitus
DB01067,niddm
DB01067,hyperglycemia
DB01067,maturity-onset diabetes
DB01068,lennox-gastaut syndrome
DB01068,myoclonic seizures
DB01068,akinetic
DB01068,panic disorders
DB01069,nausea/vomiting
DB01069,allergic disorders
DB01070,acidosis
DB01070,pseudohypoparathyroidism
DB01070,renal osteodystrophy
DB01070,fanconi syndrome
DB01070,osteoporosis
DB01070,hypophosphatemia
DB01070,rickets
DB01070,hypoparathyroidism
DB01070,hypocalcemia
DB01071,fever
DB01071,urticaria
DB01071,allergic rhinitis
DB01072,infected with hiv when
DB01072,hiv-1 infection
DB01072,hiv infection
DB01072,hiv transmission
DB01073,chronic lymphocytic leukemia
DB01074,angina pectoris
DB01075,nausea
DB01075,vomiting
DB01075,insect bite
DB01076,hypercholesterolemia
DB01076,acute coronary syndrome
DB01076,myocardial infarction
DB01076,coronary heart disease
DB01076,angina
DB01076,low-density lipoprotein cholesterol
DB01076,stroke
DB01076,acs
DB01076,dysbetalipoproteinemia
DB01076,apolipoprotein b
DB01076,familial hypercholesterolemia
DB01076,dyslipidemia
DB01077,paget's disease of bone
DB01077,cord injury
DB01077,heterotopic ossification
DB01078,arrhythmias
DB01078,congestive cardiac insufficiency
DB01078,heart failure
DB01079,chronic idiopathic constipation
DB01079,irritable bowel syndrome
DB01080,seizures
DB01080,epilepsy
DB01080,west syndrome
DB01080,infantile spasms
DB01081,diarrhea
DB01082,tularemia
DB01082,tuberculosis
DB01082,brucellosis
DB01082,endocarditis
DB01083,weight loss
DB01083,obesity
DB01084,allergic conjunctivitis
DB01085,xerostomia
DB01085,radiation-induced dry mouth
DB01085,dry mouth
DB01085,sj&ouml;grens syndrome
DB01086,respiratory tract
DB01086,urinary tract
DB01086,"larynx, mouth"
DB01086,vagina
DB01087,malaria
DB01088,pulmonary arterial hypertension
DB01089,hypertension
DB01090,hypotension
DB01090,hypertensive
DB01091,pityriasis
DB01091,tinea corporis
DB01091,infections
DB01091,tinea
DB01091,tinea pedis
DB01091,tinea cruris
DB01091,ringworm
DB01091,jock itch
DB01092,atrial fibrillation
DB01092,flutter
DB01092,heart failure
DB01093,interstitial cystitis
DB01095,hypercholesterolemia
DB01095,hypercholesterolemic
DB01095,coronary heart disease
DB01095,atherosclerosis
DB01096,schistosomiasis
DB01097,rheumatoid arthritis
DB01097,ra
DB01097,structural damage
DB01098,atherosclerosis
DB01098,familial hypercholesterolemia
DB01098,cardiovascular disease
DB01098,hyperlipidemia
DB01098,dyslipidemia
DB01098,hypertriglyceridemia
DB01099,candida
DB01099,infections
DB01099,endocarditis
DB01099,meningitis
DB01099,urinary system infections
DB01099,septicemia
DB01099,pulmonary infections
DB01100,phonic tics
DB01100,tourette's disorder
DB01101,breast cancer
DB01101,colon cancer
DB01101,gastric cancer
DB01101,tumor
DB01102,coronary artery disease
DB01102,cad
DB01103,malignant effusions
DB01103,cutaneous leishmaniasis
DB01103,giardiasis
DB01104,premenstrual dysphoric disorder
DB01104,obsessive-compulsive disorder
DB01104,social phobia
DB01104,panic disorder
DB01104,posttraumatic stress disorder
DB01104,agoraphobia
DB01104,premature ejaculation
DB01104,headaches
DB01104,depressive disorder
DB01105,obesity
DB01106,allergic conjunctivitis
DB01106,allergic rhinitis
DB01107,insomnia
DB01108,cushing's syndrome
DB01109,acute coronary artery syndrome
DB01109,pulmonary embolism
DB01109,embolisms
DB01109,myocardial infarctions
DB01109,non-q
DB01109,venous thrombosis
DB01109,coagulation of blood transfusions
DB01109,atrial fibrillation
DB01109,unstable angina
DB01110,moniliasis
DB01110,tinea corporis
DB01110,tinea pedis
DB01110,tinea
DB01110,tinea cruris
DB01112,urinary tract infections
DB01112,gonorrhea
DB01112,skin infections
DB01112,infections
DB01112,tonsillitis
DB01112,bacterial infections
DB01112,sinusitis
DB01112,bronchitis
DB01113,vasospasms
DB01113,impotence
DB01114,urticaria
DB01114,fever
DB01114,rhinitis
DB01114,allergy
DB01115,hypertension
DB01115,vasospastic angina
DB01115,chronic stable angina
DB01115,ventricular hypertrophy
DB01115,raynaud's phenomenon
DB01116,hypertensive
DB01117,pneumonia
DB01117,pneumocystis
DB01117,pcp
DB01118,ventricular tachycardia
DB01118,ventricular fibrillation
DB01118,life-threatening recurrent ventricular arrhythmias
DB01119,insulinoma
DB01119,hypoglycemia
DB01119,hypertensive
DB01120,niddm
DB01121,seizures
DB01121,epilepsy
DB01122,myasthenia gravis
DB01122,muscle disease
DB01122,muscle weakness
DB01124,non-insulin-dependent diabetes mellitus
DB01124,niddm
DB01125,atrial fibrillation
DB01125,venous thrombosis
DB01125,coronary occlusion
DB01125,pulmonary embolism
DB01126,prostatic hyperplasia (bph
DB01127,candidiasis
DB01127,tinea corporis
DB01127,tinea pedis
DB01127,tinea
DB01127,tinea cruris
DB01128,prostatic cancer
DB01129,acid-reflux disorders
DB01129,gerd
DB01129,gastroinetestinal bleeds
DB01129,ulcer disease
DB01130,corticosteroid-responsive dermatoses
DB01131,malaria
DB01131,plasmodium
DB01132,diabetes mellitus
DB01133,paget's disease of bone (osteitis deformans
DB01134,addison's disease
DB01134,rheumatoid arthritis
DB01134,multiple sclerosis
DB01134,congenital cerebral palsy
DB01134,adrenocortical insufficiency
DB01134,polyarteritis nodosa
DB01136,heart failure
DB01137,viridans group streptococci
DB01137,bacterial conjunctivitis
DB01137,acinetobacter
DB01138,gout
DB01138,gouty arthritis
DB01139,infections
DB01140,p. mirabilis
DB01140,infections
DB01140,beta-hemolytic streptococci
DB01140,h. influenzae
DB01140,s. pneumoniae
DB01140,uti
DB01141,candidiasis
DB01141,oropharyngeal candidiases
DB01141,infections
DB01141,esophageal candidiasis
DB01141,aspergillosis
DB01141,candidemia
DB01142,depression
DB01142,anxiety
DB01142,urticaria
DB01142,pain
DB01143,xerostomia
DB01143,ovarian cancer
DB01143,renal toxicity
DB01143,head and neck cancer
DB01144,angle-closure glaucoma
DB01144,glaucoma
DB01145,dermatitis herpetiformis
DB01145,leprosy
DB01146,fever
DB01146,allergic rhinitis
DB01146,allergic skin disorders
DB01147,pneumococci
DB01147,infections
DB01147,beta-hemolytic streptococci
DB01148,cystitis
DB01148,prostatitis
DB01148,incontinence
DB01148,dysuria
DB01148,urethritis
DB01148,pain
DB01149,depression
DB01150,p. mirabilis
DB01150,klebsiella
DB01150,"respiratory, skin, soft tissue"
DB01150,coagulase-negative staph
DB01150,infections
DB01150,h. influenzae
DB01150,beta-hemolytic streptococci
DB01150,s. pyogenes
DB01150,s. pneumoniae
DB01150,uti
DB01151,depression
DB01151,peripheral neuropathic pain
DB01151,depressive syndromes
DB01151,adhd
DB01151,panic disorder
DB01151,anxiety disorders
DB01151,anxiety disorder
DB01152,vulvovaginal candidiasis
DB01153,tinea pedis
DB01155,bacterial infection
DB01156,depression
DB01157,pcp
DB01157,pneumonia
DB01157,immunodeficiency syndrome
DB01157,cancer including colon cancer
DB01157,aids
DB01157,pneumocystis
DB01158,ventricular tachycardia
DB01158,ventricular arrhythmias
DB01158,ventricular fibrillation
DB01160,intrauterine fetal death
DB01160,abortion
DB01160,congenital abnormalities
DB01160,labor
DB01161,peripheral nerve block
DB01162,hypertension
DB01163,klebsiella
DB01163,urinary tract infections
DB01164,hypocalcemia
DB01164,overdosage
DB01164,hyperkalemia
DB01165,gonorrhoea
DB01165,respiratory tract
DB01165,infections
DB01165,uti
DB01166,intermittent claudication
DB01166,pain
DB01167,non-immunocompromised
DB01167,fungal infections
DB01167,pulmonary and extrapulmonary blastomycosis
DB01167,onychomycosis
DB01167,aspergillosis
DB01167,histoplasmosis
DB01169,acute promyelocytic leukemia
DB01170,hypertension
DB01170,renal hypertension
DB01171,depression
DB01172,indole-positive
DB01172,k. pneumoniae
DB01172,infections
DB01172,indole-negative
DB01173,parkinson's disease
DB01174,seizures
DB01174,absence seizures
DB01175,dementia-associated agitation
DB01175,mdd
DB01175,nonpsychotic
DB01175,anxiety disorder
DB01175,depressive disorder
DB01175,gad
DB01176,vertigo
DB01176,nausea
DB01176,vomiting
DB01176,dizziness
DB01177,aml
DB01177,acute myeloid leukemia
DB01178,anxiety
DB01178,muscle spasm
DB01179,external genital warts
DB01179,condyloma
DB01180,hypertension
DB01181,sarcomas
DB01181,osteosarcoma
DB01181,cervical cancer
DB01181,germ cell testicular cancer
DB01181,bladder cancer
DB01181,non-hodgkin's lymphoma
DB01181,small cell lung cancer
DB01181,ovarian cancer
DB01182,ventricular tachycardia
DB01182,ventricular arrhythmias
DB01182,heart disease
DB01182,atrial fibrillation/flutter
DB01183,depression
DB01183,respiratory depression
DB01183,acute opioid overdose
DB01183,shock
DB01184,nausea
DB01184,pain
DB01184,dyspepsia
DB01184,vomiting
DB01184,heartburn
DB01185,androgenresponsive recurrent mammary cancer
DB01186,parkinson's disease
DB01186,cardiac valvulopathy
DB01188,onychomycosis
DB01190,"peptostreptococcus, anaerobic streptococci"
DB01190,clostridium
DB01190,s. aureus
DB01190,bacteroides
DB01190,vaginosis
DB01190,pneumonia
DB01190,intra-abdominal or pelvic infections
DB01190,infections
DB01190,mssa
DB01190,acne
DB01190,diabetic foot ulcers
DB01190,respiratory infections
DB01190,s. pneumoniae
DB01190,s. pyogenes
DB01190,osteomyelitis
DB01190,necrotizing fasciitis
DB01190,polymicrobic infections
DB01191,weight loss
DB01191,obesity
DB01192,pain
DB01193,hypertension
DB01193,ventricular premature beats
DB01194,ocular hypertension
DB01194,open-angle glaucoma
DB01195,atrioventricular reentrant tachycardia
DB01195,atrioventricular nodal reentrant tachycardia
DB01195,supraventricular tachycardias
DB01195,supraventricular tachycardias of unspecified
DB01196,carcinoma of the prostate
