,diseaseNID,diseaseName
17227,17228,Mesoaxial polydactyly
17228,17229,Central Y-shaped metacarpal
17229,17230,VACTERL Association With Hydrocephalus
17230,17231,Vater Association With Hydrocephalus
17231,17232,"USHER SYNDROME, TYPE IC"
17232,17233,Vestibular hypofunction
17233,17234,"USHER SYNDROME, TYPE IIA"
17234,17235,"USHER SYNDROME, TYPE IB (disorder)"
17235,17236,"USHER SYNDROME, TYPE IA, FORMERLY"
17236,17237,"USHER SYNDROME, TYPE I, FRENCH VARIETY, FORMERLY"
17237,17238,Profound sensorineural hearing loss
17238,17239,Al Awadi syndrome
17239,17240,Anteriorly displaced genitalia
17240,17241,Broad ribs
17241,17242,Long ear
17242,17243,Aplastic pubic bones
17243,17244,Aplasia/Hypoplasia of the phalanges of the hand
17244,17245,Aplasia/Hypoplasia of the tarsal bones
17245,17246,Hypoplastic feet
17246,17247,4-Hydroxyphenylpyruvic aciduria
17247,17248,4-hydroxyphenylacetic aciduria
17248,17249,Episodic peripheral neuropathy
17249,17250,Elevated hepatic transaminase
17250,17251,Elevated urinary delta-aminolevulinic acid
17251,17252,"Developmental delay, mild"
17252,17253,Distal amyotrophy
17253,17254,Oliver-McFarlane syndrome
17254,17255,Increased anterioposterior diameter of thorax
17255,17256,Overtubulated long bones
17256,17257,Prominent superficial blood vessels
17257,17258,Epidermal hyperkeratosis
17258,17259,"Thyrotropin, Biologically Inactive"
17259,17260,"GRAVES DISEASE, SUSCEPTIBILITY TO, 1"
17260,17261,Thyroid defect in oxidation and organification of iodide
17261,17262,Thyroid Dyshormonogenesis 1
17262,17263,Bilateral radial aplasia
17263,17264,Nevus flammeus of the forehead
17264,17265,Hyperthreoninemia
17265,17266,Miller-McKusick-Malvaux-Syndrome (3M Syndrome)
17266,17267,Absent external genitalia
17267,17268,Abnormality of the diaphragm
17268,17269,Peripheral pulmonary vessel aplasia
17269,17270,"TESTES, RUDIMENTARY"
17270,17271,"Tay-Sachs Disease, Juvenile"
17271,17272,"Hexosaminidase A Deficiency, Adult Type"
17272,17273,"Tay-Sachs Disease, Variant B1"
17273,17274,GM2-ganglioside accumulation
17274,17275,Hexosaminidase alpha-Subunit Deficiency (Variant B)
17275,17276,SPONDYLOCARPOTARSAL SYNOSTOSIS SYNDROME
17276,17277,COLD-INDUCED SWEATING SYNDROME 1
17277,17278,Generalized dystonia
17278,17279,Increased urinary sulfite
17279,17280,Decreased urinary sulfate
17280,17281,Mild eczema
17281,17282,Short upper lip
17282,17283,Developmental stagnation
17283,17284,"SPONDYLOMETAEPIPHYSEAL DYSPLASIA, SHORT LIMB-HAND TYPE"
17284,17285,Broad femoral neck
17285,17286,Short metatarsal
17286,17287,Oval face
17287,17288,Hypoplastic iliac body
17288,17289,Metaphyseal widening
17289,17290,"Soft, doughy skin"
17290,17291,Short iliac bones
17291,17292,Spondylocostal Dysostosis with Anal Atresia and Urogenital Anomalies
17292,17293,Relative macrocephaly
17293,17294,Lumbar interpedicular narrowing
17294,17295,Metaphyseal striations
17295,17296,Broad forehead
17296,17297,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 3"
17297,17298,Cochlear degeneration
17298,17299,Infantile onset spinocerebellar ataxia
17299,17300,Loss of ability to walk
17300,17301,"SPASTIC PARAPLEGIA 5A, AUTOSOMAL RECESSIVE (disorder)"
17301,17302,Premature graying of body hair
17302,17303,"Spastic paraplegia 15, autosomal recessive"
17303,17304,Impaired vibration sensation in the lower limbs
17304,17305,"SPASTIC ATAXIA, CHARLEVOIX-SAGUENAY TYPE"
17305,17306,Progressive truncal ataxia
17306,17307,Loss of Purkinje cells in the cerebellar vermis
17307,17308,Decreased sensory nerve conduction velocity
17308,17309,Hypermyelinated retinal nerve fibers
17309,17310,Swan neck-like deformities of the fingers
17310,17311,Spastic Ataxia
17311,17312,Resistance to Insulin-Like Growth Factor I
17312,17313,"Long, smooth philtrum"
17313,17314,Frontal lobe hypoplasia
17314,17315,Periventricular gray matter heterotopia
17315,17316,Elevated 7-dehydrocholesterol
17316,17317,Severe photosensitivity
17317,17318,PEELING SKIN SYNDROME
17318,17319,Opacification of the corneal epithelium
17319,17320,Generalized hirsutism
17320,17321,Fair hair
17321,17322,Cleft of chin
17322,17323,"Severe combined immunodeficiency, atypical"
17323,17324,Abnormality of B cell physiology
17324,17325,Facial palsy secondary to cranial hyperostosis
17325,17326,Sclerotic scapulae
17326,17327,Overgrowth
17327,17328,Cortically dense long tubular bones
17328,17329,Snail-like ilia
17329,17330,Advanced ossification of carpal bones
17330,17331,Advanced tarsal ossification
17331,17332,Hypoplastic labia minora
17332,17333,Widely patent fontanelles and sutures
17333,17334,Aplasia/Hypoplasia of the pubic bone
17334,17335,Increased density of long bones
17335,17336,Wide distal femoral metaphysis
17336,17337,Short 1st metacarpal
17337,17338,Premature separation of centromeric heterochromatin
17338,17339,"Sandhoff Disease, Adult Type"
17339,17340,"Sandhoff Disease, Juvenile Type"
17340,17341,"Sandhoff Disease, Infantile Type"
17341,17342,Forearm reduction defects
17342,17343,"Robinow syndrome, autosomal recessive"
17343,17344,Long palpebral fissure
17344,17345,Triangular mouth
17345,17346,Duplication of the distal phalanx of hand
17346,17347,Richieri Costa Pereira syndrome
17347,17348,Cleft lower alveolar ridge
17348,17349,Abnormality of the aryepiglottic fold
17349,17350,Enlarged labia minora
17350,17351,Absent earlobe
17351,17352,Nasal bridge wide
17352,17353,Tetraphocomelia
17353,17354,Midface capillary hemangioma
17354,17355,Rhabdomyosarcoma 1
17355,17356,"Myoglobinuria, Acute Recurrent, Autosomal Recessive"
17356,17357,"Rh-Null, Regulator Type"
17357,17358,Ridged fingernail
17358,17359,Enhanced S-Cone Syndrome
17359,17360,Retinoschisis of Fovea
17360,17361,Knobloch syndrome
17361,17362,Macular hypoplasia
17362,17363,Lack of T cell function
17363,17364,"Renal tubular acidosis, distal, type 3"
17364,17365,Mainzer-Saldino Disease
17365,17366,"SKIN/HAIR/EYE PIGMENTATION, VARIATION IN, 2 (disorder)"
17366,17367,Rapadilino syndrome
17367,17368,Increased red cell osmotic fragility
17368,17369,Neuronal loss in the cerebral cortex
17369,17370,Increased serum pyruvate
17370,17371,Increased serum alanine
17371,17372,"Uridine 5-Prime Monophosphate Hydrolase Deficiency, Hemolytic Anemia due to"
17372,17373,"EPILEPSY, PYRIDOXINE-DEPENDENT"
17373,17374,Prenatal movement abnormality
17374,17375,Pygmy (disorder)
17375,17376,Persistent open anterior fontanelle
17376,17377,Delayed eruption of primary teeth
17377,17378,Delayed eruption of permanent teeth
17378,17379,Osteolytic defects of the distal phalanges of the hand
17379,17380,"LYMPHANGIECTASIA, PULMONARY, CONGENITAL"
17380,17381,Progressive pulmonary function impairment
17381,17382,Absence of labia majora
17382,17383,Neck pterygia
17383,17384,Anterior clefting of vertebral bodies
17384,17385,Dysplastic patella
17385,17386,Accelerated atherosclerosis
17386,17387,Wide nasal base
17387,17388,Numerous nevi
17388,17389,Peroxisomal ACYL-COA oxidase deficiency
17389,17390,No social interaction
17390,17391,Diffuse hepatic steatosis
17391,17392,Progesterone Resistance
17392,17393,Hyperphenylalaninemia with primapterinuria
17393,17394,Midgut malrotation
17394,17395,Pink urine
17395,17396,"POPLITEAL PTERYGIUM SYNDROME, LETHAL TYPE"
17396,17397,"Polyglucosan Body Disease, Adult Form"
17397,17398,Underfolded helix
17398,17399,Peripheral thrombosis
17399,17400,"Polycystic Kidney Disease, Potter Type I, with Microbrachycephaly, Hypertelorism, and Brachymelia"
17400,17401,Absence of renal corticomedullary differentiation
17401,17402,Periportal fibrosis
17402,17403,Kowarski syndrome
17403,17404,Achromatopsia 3
17404,17405,Pili torti developmental delay neurological abnormalities
17405,17406,"Glycogen Storage Disease of Heart, Lethal Congenital"
17406,17407,"Phosphoenolpyruvate Carboxykinase Deficiency, Mitochondrial"
17407,17408,Generalized hypopigmentation
17408,17409,Phenylpyruvic acidemia
17409,17410,Persistent Mullerian duct syndrome
17410,17411,Disproportionate short-limb short stature
17411,17412,Agenesis of maxillary lateral incisor
17412,17413,Square pelvis bone
17413,17414,Limited elbow movement
17414,17415,Calcific stippling
17415,17416,Presentey Anomaly
17416,17417,"Pericardial Effusion, Chronic"
17417,17418,Pelviscapular dysplasia
17418,17419,Facial hirsutism
17419,17420,Anterior rounding of vertebral bodies
17420,17421,Prominent protruding coccyx
17421,17422,Absent proximal finger flexion creases
17422,17423,Clinodactyly of the 5th finger
17423,17424,"Pelizaeus-Merzbacher-like disease, autosomal recessive, 2"
17424,17425,PEHO syndrome
17425,17426,"Progressive encephalopathy with edema, hypsarrhythmia, and optic atrophy-like syndrome"
17426,17427,Undetectable visual evoked potentials
17427,17428,"Supranuclear Palsy, Progressive, 1, Atypical"
17428,17429,Irregular ossification at anterior rib ends
17429,17430,Narrow sacroiliac notch
17430,17431,"Pancreatic Agenesis, Congenital"
17431,17432,"PARKINSON DISEASE 15, AUTOSOMAL RECESSIVE (disorder)"
17432,17433,RAINE SYNDROME
17433,17434,"Osteopetrosis, mild autosomal recessive form"
17434,17435,"Osteopetrosis, Autosomal Recessive 1"
17435,17436,Sandwich appearance of vertebral bodies
17436,17437,Flared metaphysis
17437,17438,TORG-WINCHESTER SYNDROME
17438,17439,Interphalangeal joint erosions
17439,17440,Widened metacarpal shaft
17440,17441,Thin metacarpal cortices
17441,17442,Thin metatarsal cortices
17442,17443,Bruck syndrome 1
17443,17444,"OSTEOGENESIS IMPERFECTA, TYPE IX (disorder)"
17444,17445,Neonatal short-limb short stature
17445,17446,Bowing of limbs due to multiple fractures
17446,17447,Superiorly displaced ears
17447,17448,Posterior polar cataract
17448,17449,Posterior scalloping of vertebral bodies
17449,17450,Median cleft lip
17450,17451,Short tibia
17451,17452,OPTIC ATROPHY 6 (disorder)
17452,17453,Severe platyspondyly
17453,17454,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE"
17454,17455,Mildly elevated creatine phosphokinase
17455,17456,Omodysplasia type 1
17456,17457,Labial hypoplasia
17457,17458,Bifid uterus
17458,17459,Single interphalangeal crease of fifth finger
17459,17460,Mosaic variegated aneuploidy syndrome 1
17460,17461,Hypodysplasia of the corpus callosum
17461,17462,"Microcephaly, severe"
17462,17463,"NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1B"
17463,17464,"Niemann-Pick Disease, Nova Scotian Type"
17464,17465,NEUTROPHIL ACTIN DYSFUNCTION
17465,17466,"Neuropathy, Painful"
17466,17467,GIANT AXONAL NEUROPATHY 1
17467,17468,"Neuropathy, Hereditary Sensory, with Spastic Paraplegia, Autosomal Recessive"
17468,17469,NAVAJO NEUROHEPATOPATHY
17469,17470,Navajo Familial Neurogenic Arthropathy
17470,17471,Reye syndrome-like episodes
17471,17472,Microvesicular hepatic steatosis
17472,17473,Postural hypotension with compensatory tachycardia
17473,17474,"CEROID LIPOFUSCINOSIS, NEURONAL, 5"
17474,17475,Rectilinear intracellular accumulation of autofluorescent lipopigment storage material
17475,17476,"CEROID LIPOFUSCINOSIS, NEURONAL, 1"
17476,17477,Progressive microcephaly
17477,17478,Neuronal loss in central nervous system
17478,17479,"Yellow subcutaneous tissue covered by thin, scaly skin"
17479,17480,"Edema, generalized"
17480,17481,Hypernatremic dehydration
17481,17482,Atelosteogenesis type 2
17482,17483,De La Chapelle Dysplasia
17483,17484,Horizontal sacrum
17484,17485,Nakajo syndrome
17485,17486,Nemaline Myopathy 2
17486,17487,Slender build
17487,17488,Leigh Syndrome Due To Mitochondrial Complex II Deficiency
17488,17489,Leigh Syndrome due to Mitochondrial Complex III Deficiency
17489,17490,Leigh Syndrome due to Mitochondrial Complex IV Deficiency
17490,17491,Leigh Syndrome due to Mitochondrial Complex V Deficiency
17491,17492,Abnormality of brainstem morphology
17492,17493,Native American myopathy
17493,17494,Nasodigitoacoustic syndrome
17494,17495,Exaggerated cupid's bow
17495,17496,Broad distal phalanx of finger
17496,17497,Short 3rd metacarpal
17497,17498,"Atrial myxoma, familial"
17498,17499,Long eyelashes in irregular rows
17499,17500,Anterior bowing of long bones
17500,17501,Firm muscles
17501,17502,Irregular femoral epiphysis
17502,17503,Muscle hypertrophy of the lower extremities
17503,17504,"Myosclerosis, Autosomal Recessive"
17504,17505,MINICORE MYOPATHY WITH EXTERNAL OPHTHALMOPLEGIA (disorder)
17505,17506,"Myopathy, Hyaline Body, Autosomal Recessive"
17506,17507,"MYOPATHY WITH EXERCISE INTOLERANCE, SWEDISH TYPE"
17507,17508,Recurrent encephalopathy
17508,17509,Transient hyperlipidemia
17509,17510,"Myopathy, congenital nonprogressive with Moebius and Robin sequences"
17510,17511,"EPILEPSY, PROGRESSIVE MYOCLONIC 2B"
17511,17512,Visual auras
17512,17513,Reduced leukocyte alkaline phosphatase
17513,17514,Congenital myasthenic syndrome ib
17514,17515,Proximal amyotrophy
17515,17516,Miyoshi myopathy
17516,17517,Decreased/absent ankle reflexes
17517,17518,Exercise-induced myalgia
17518,17519,Muscle fiber necrosis
17519,17520,Distal joint laxity
17520,17521,Hyperextensibility at wrists
17521,17522,Increased laxity of ankles
17522,17523,Increased laxity of fingers
17523,17524,Hypoplasia of the pyramidal tract
17524,17525,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2B"
17525,17526,Familial primary gastric lymphoma
17526,17527,"FUNDUS DYSTROPHY, PSEUDOINFLAMMATORY, OF SORSBY"
17527,17528,"Corneal dystrophy, Fuchs' endothelial, 1"
17528,17529,Anterior basal encephalocele
17529,17530,Median cleft palate
17530,17531,Frontal cutaneous lipoma
17531,17532,"Foveal Hypoplasia, Isolated"
17532,17533,Normal motor development
17533,17534,Broad columella
17534,17535,Severe expressive language delay
17535,17536,Agenesis of the anterior commissure
17536,17537,Lumbosacral hirsutism
17537,17538,LAURIN-SANDROW SYNDROME
17538,17539,"Laurin-Sandrow Syndrome, Segmental"
17539,17540,"Fibrosis Of Extraocular Muscles, Congenital, 1"
17540,17541,Levator palpebrae superioris atrophy
17541,17542,Superior rectus atrophy
17542,17543,Jones syndrome
17543,17544,"Hypertrichosis Terminalis, Generalized, with or without Gingival Hyperplasia"
17544,17545,"Desmoid disease, hereditary"
17545,17546,Progressive cervical vertebral spine fusion
17546,17547,Small cervical vertebral bodies
17547,17548,SKELETAL DYSPLASIA WITH ACANTHOSIS NIGRICANS
17548,17549,Fibrinolytic Defect
17549,17550,Ectopia lentis isolated
17550,17551,Abnormality of the renal collecting system
17551,17552,Aplasia/hypoplasia of the femur
17552,17553,Limited shoulder movement
17553,17554,"Iron Overload, Autosomal Dominant"
17554,17555,"Familial Mediterranean Fever, Autosomal Dominant"
17555,17556,Facial Hypertrichosis
17556,17557,Exudative vitreoretinopathy 1
17557,17558,Peripheral retinal avascularization
17558,17559,"EXOSTOSES, MULTIPLE, TYPE II"
17559,17560,Peripheral nerve compression
17560,17561,Scapular exostoses
17561,17562,Protuberances at ends of long bones
17562,17563,Madelung-like forearm deformities
17563,17564,Subcortical white matter calcifications
17564,17565,Cerebellar calcifications
17565,17566,Cerebrooculofacioskeletal Syndrome 3
17566,17567,Greither Disease
17567,17568,Erythrokeratodermia with ataxia
17568,17569,"Aortic aneurysm, familial thoracic 4"
17569,17570,Ancell-Spiegler cylindromas
17570,17571,"Epiphyseal Dysplasia, Multiple, with Myopia and Conductive Deafness"
17571,17572,Limited hip movement
17572,17573,Benign Occipital Epilepsy
17573,17574,Mottled pigmentation of the trunk and proximal extremities
17574,17575,Discrete 2 to 5-mm hyper- and hypopigmented macules
17575,17576,Skin fragility with non-scarring blistering
17576,17577,Transient bullous dermolysis of the newborn
17577,17578,Childhood Ependymoma
17578,17579,"MYELOPROLIFERATIVE DISORDER, CHRONIC, WITH EOSINOPHILIA"
17579,17580,Narrowing of medullary canal
17580,17581,Pancreatic islet cell adenoma
17581,17582,Confetti-like hypopigmented macules
17582,17583,LATERAL MENINGOCELE SYNDROME
17583,17584,Dural ectasia
17584,17585,Sclerosis of skull base
17585,17586,Adrenocortical cytomegaly
17586,17587,Overgrowth of external genitalia
17587,17588,Pancreatic hyperplasia
17588,17589,Metopic ridge
17589,17590,ELLIPTOCYTOSIS 2 (disorder)
17590,17591,Poor wound healing
17591,17592,Aplasia/Hypoplasia of the earlobes
17592,17593,Palmoplantar cutis gyrata
17593,17594,EDS VIIB
17594,17595,Premature delivery because of cervical insufficiency or membrane fragility
17595,17596,Hypermobility of distal interphalangeal joints
17596,17597,Cigarette-paper scars
17597,17598,Premature birth following premature rupture of fetal membranes
17598,17599,Narrow maxilla
17599,17600,"ECTRODACTYLY, ECTODERMAL DYSPLASIA, AND CLEFT LIP/PALATE SYNDROME 1"
17600,17601,Ectodermal dysplasia adrenal cyst
17601,17602,Midline notch of upper alveolar ridge
17602,17603,OROFACIAL CLEFT 8
17603,17604,"Small, conical teeth"
17604,17605,Progressive alopecia
17605,17606,Anterior creases of earlobe
17606,17607,Dopa-Responsive Dystonia
17607,17608,Paroxysmal choreoathetosis
17608,17609,"DYSTONIA 4, TORSION, AUTOSOMAL DOMINANT (disorder)"
17609,17610,"DYSTONIA 1, TORSION, AUTOSOMAL DOMINANT"
17610,17611,Lewy Body Variant of Alzheimer Disease
17611,17612,Fluctuations in consciousness
17612,17613,"DYSLEXIA, SUSCEPTIBILITY TO, 1"
17613,17614,"DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT"
17614,17615,Reticular hyperpigmentation
17615,17616,Dorsal subluxation of ulna
17616,17617,Dwarfism tall vertebrae
17617,17618,Malattia Leventinese
17618,17619,"Drusen, Radial, Autosomal Dominant"
17619,17620,"Doughnut Lesions of Skull, Familial"
17620,17621,Digitotalar Dysmorphism
17621,17622,"INSULIN RESISTANCE, SUSCEPTIBILITY TO"
17622,17623,"DIABETES MELLITUS, INSULIN-DEPENDENT, 2"
17623,17624,"Maturity-Onset Diabetes of the Young, Type 1"
17624,17625,KERATOSIS PALMOPLANTARIS STRIATA II
17625,17626,Familial dermographism
17626,17627,DERMODISTORTIVE URTICARIA
17627,17628,Reticulate pigmentation of oral mucosa
17628,17629,"Fingerprints, Absence of"
17629,17630,Periapical bone loss
17630,17631,MAJOR AFFECTIVE DISORDER 1
17631,17632,"Failure of Tooth Eruption, Primary"
17632,17633,Nonarteritic anterior ischemic optic neuropathy (NAION)
17633,17634,OPTIC ATROPHY 1 AND DEAFNESS
17634,17635,Auditory neuropathy
17635,17636,"DEAFNESS, AUTOSOMAL DOMINANT 1 (disorder)"
17636,17637,Autoamputation of digits
17637,17638,"Darier Disease, Acral Hemorrhagic Type"
17638,17639,"Darier Disease, Segmental"
17639,17640,Plantar pits
17640,17641,Subungual hyperkeratotic fragments
17641,17642,"ALDOSTERONE TO RENIN RATIO, INCREASED"
17642,17643,MITOCHONDRIAL COMPLEX III DEFICIENCY (disorder)
17643,17644,Mitochondrial encephalopathy
17644,17645,Cutis Gyrata Syndrome of Beare And Stevenson
17645,17646,Prominent scrotal raphe
17646,17647,Preauricular skin furrow
17647,17648,"Cataract, Variable Zonular Pulverulent"
17648,17649,"CATARACT, COPPOCK-LIKE"
17649,17650,"Cataract, Autosomal Dominant Nuclear"
17650,17651,"Cryptophthalmos, Unilateral or Bilateral, Isolated"
17651,17652,Abnormality of the cervical spine
17652,17653,"Creutzfeldt-Jakob Disease, Sporadic"
17653,17654,Extrapyramidal muscular rigidity
17654,17655,Loss of facial expression
17655,17656,"CRANIOMETAPHYSEAL DYSPLASIA, AUTOSOMAL DOMINANT"
17656,17657,Misalignment of teeth
17657,17658,Craniofacial deafness hand syndrome
17658,17659,Corticosteroid-Binding Globulin Deficiency
17659,17660,Hypoplastic male external genitalia
17660,17661,"Coronary Artery Dissection, Spontaneous"
17661,17662,Absent retinal pigment epithelium
17662,17663,Epithelial Recurrent Erosion Dystrophy
17663,17664,"CORNEAL ENDOTHELIAL DYSTROPHY 1, AUTOSOMAL DOMINANT"
17664,17665,CORNEA PLANA 1
17665,17666,"EPILEPSY, BENIGN NEONATAL, 2"
17666,17667,"Arthrogryposis, distal, type 2E"
17667,17668,"Complement Component 4, Partial Deficiency Of"
17668,17669,Papillorenal syndrome
17669,17670,Hereditary macular coloboma
17670,17671,"CORNEAL DYSTROPHY, POSTERIOR POLYMORPHOUS, 2"
17671,17672,OI-EDS Combined Syndrome
17672,17673,Vitreoretinopathy with Phalangeal Epiphyseal Dysplasia
17673,17674,"EPIDERMOLYSIS BULLOSA PRURIGINOSA, AUTOSOMAL RECESSIVE"
17674,17675,HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 6
17675,17676,Cornelia de Lange Syndrome 3
17676,17677,CEREBROOCULOFACIOSKELETAL SYNDROME 4
17677,17678,Cerebrooculofacioskeletal Syndrome 2
17678,17679,ALOPECIA AREATA 2
17679,17680,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 8 (disorder)"
17680,17681,Severe congenital neutropenia
17681,17682,Noonan Syndrome 4
17682,17683,"NEPHROTIC SYNDROME, TYPE 3"
17683,17684,Neutral Lipid Storage Disease with Myopathy
17684,17685,BRACHYDACTYLY-SYNDACTYLY SYNDROME
17685,17686,OPTIC ATROPHY 5 (disorder)
17686,17687,Slow decrease in visual acuity
17687,17688,"Deafness, Congenital, with Inner Ear Agenesis, Microtia, and Microdontia"
17688,17689,"MACULAR DEGENERATION, AGE-RELATED, 4 (disorder)"
17689,17690,JOUBERT SYNDROME 6
17690,17691,Nemaline Myopathy 7
17691,17692,Osteogenesis Imperfecta Type VII
17692,17693,Multiple prenatal fractures
17693,17694,Interhemispheric cysts
17694,17695,Recurrent skin infections
17695,17696,"Prostate Cancer, Hereditary, 7"
17696,17697,COLD-INDUCED SWEATING SYNDROME 2
17697,17698,"PARKINSON DISEASE 13, AUTOSOMAL DOMINANT, SUSCEPTIBILITY TO"
17698,17699,Glycosylphosphatidylinositol deficiency
17699,17700,RETINITIS PIGMENTOSA 35
17700,17701,"Pachygyria, frontotemporal"
17701,17702,"Deafness, Autosomal Recessive 67"
17702,17703,"Aphakia, congenital primary"
17703,17704,Anterior segment of eye aplasia
17704,17705,Sclerocornea
17705,17706,Isolated cases
17706,17707,Conotruncal defect
17707,17708,Flat face
17708,17709,Midface retrusion
17709,17710,Eversion of lower lip
17710,17711,"SPASTIC PARAPLEGIA 31, AUTOSOMAL DOMINANT"
17711,17712,SPINOCEREBELLAR ATAXIA 28
17712,17713,SPINOCEREBELLAR ATAXIA 23
17713,17714,"Spastic Paraplegia 33, Autosomal Dominant"
17714,17715,Synpolydactyly 3
17715,17716,Hyperostosis-hyperphosphatemia syndrome
17716,17717,Seborrhea-Like Dermatitis with Psoriasiform Elements
17717,17718,"HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY"
17718,17719,"Deafness, Autosomal Recessive 28"
17719,17720,Bleeding Disorder Due To P2RY12 Defect
17720,17721,"Erythrocytosis, Familial, 3"
17721,17722,Increased red blood cell mass
17722,17723,"SPONDYLOCOSTAL DYSOSTOSIS, AUTOSOMAL RECESSIVE 3"
17723,17724,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 8, WITH EXOCRINE DYSFUNCTION"
17724,17725,"Peeling skin syndrome, acral type"
17725,17726,"AORTIC ANEURYSM, FAMILIAL ABDOMINAL 1"
17726,17727,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 6 (disorder)"
17727,17728,Enlarged cisterna magna
17728,17729,"Interleukin 2 Receptor, Alpha, Deficiency of"
17729,17730,Gaze-evoked horizontal nystagmus
17730,17731,Primary lateral sclerosis juvenile
17731,17732,Spasticity of pharyngeal muscles
17732,17733,Spasticity of facial muscles
17733,17734,Difficulty in tongue movements
17734,17735,INFLAMMATORY BOWEL DISEASE 5
17735,17736,"Heterotaxy, Visceral, 3, Autosomal"
17736,17737,"PARKINSON DISEASE 7, AUTOSOMAL RECESSIVE EARLY-ONSET"
17737,17738,Pear-shaped nose
17738,17739,Widow's peak
17739,17740,Thick eyebrow
17740,17741,"Thyroid Carcinoma, Nonmedullary 1"
17741,17742,22q13.3 Deletion Syndrome
17742,17743,"Mental Retardation, Short Stature, Facial Anomalies, and Joint Dislocations"
17743,17744,"ATRIOVENTRICULAR SEPTAL DEFECT, SUSCEPTIBILITY TO, 2"
17744,17745,"Atrioventricular Septal Defect, Partial, with Heterotaxy Syndrome"
17745,17746,Radiation induced meningioma
17746,17747,Alzheimer Disease 7
17747,17748,Jerky ocular pursuit movements
17748,17749,"Developmental Delay, Epilepsy, and Neonatal Diabetes"
17749,17750,Genitopatellar Syndrome
17750,17751,Hypoplastic inferior pubic rami
17751,17752,Neuroferritinopathy
17752,17753,Perivascular spaces
17753,17754,Fryns-Aftimos Syndrome
17754,17755,Broad neck
17755,17756,"Anemia, Diamond-Blackfan, 2"
17756,17757,Rippling muscle disease
17757,17758,Muscle hyperirritability
17758,17759,Muscle mounding
17759,17760,"HEREDITARY MOTOR AND SENSORY NEUROPATHY, TYPE IIC (disorder)"
17760,17761,"MYOPATHY, DISTAL 2"
17761,17762,"HEMOCHROMATOSIS, TYPE 4"
17762,17763,"Congenital Disorder Of Glycosylation, Type IIB"
17763,17764,Prominent occiput
17764,17765,Long eyelashes
17765,17766,Muscular hypotonia of the trunk
17766,17767,INTELLECTUAL DEVELOPMENTAL DISORDER WITH AUTISM AND SPEECH DELAY
17767,17768,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 1"
17768,17769,Pontocerebellar atrophy
17769,17770,Impaired distal vibration sensation
17770,17771,Familial Wilms tumor 2
17771,17772,"Arthropathy, Erosive"
17772,17773,"Bleeding Disorder, East Texas Type"
17773,17774,"Parkinson Disease 6, Autosomal Recessive Early-Onset"
17774,17775,Dimethylglycine Dehydrogenase Deficiency
17775,17776,Decreased fumarate hydratase activity
17776,17777,"Spondyloocular Syndrome, Autosomal Recessive"
17777,17778,NONAKA MYOPATHY
17778,17779,Rimmed vacuoles on biopsy
17779,17780,Deposits immunoreactive to beta-amyloid protein
17780,17781,"CITRULLINEMIA, TYPE II, NEONATAL-ONSET"
17781,17782,"MYASTHENIA, FAMILIAL INFANTILE, 1"
17782,17783,Generalized hypotonia due to defect at the neuromuscular junction
17783,17784,Decreased miniature endplate potentials
17784,17785,Birdshot chorioretinopathy
17785,17786,"Dermatitis, Atopic, 2"
17786,17787,"SEIZURES, BENIGN FAMILIAL INFANTILE, 2"
17787,17788,EXUDATIVE VITREORETINOPATHY 3
17788,17789,Anisomastia
17789,17790,"Cataract, Central Saccular, With Sutural Opacities"
17790,17791,OTOSCLEROSIS 2
17791,17792,"Spinal muscular atrophy, Jerash type"
17792,17793,"SPINAL MUSCULAR ATROPHY, LATE-ONSET, FINKEL TYPE"
17793,17794,"AMYOTROPHIC LATERAL SCLEROSIS, TYPICAL"
17794,17795,"Cutis Verticis Gyrata, Retinitis Pigmentosa, and Sensorineural Deafness"
17795,17796,Cardiomyopathy dilated with Woolly hair and keratoderma
17796,17797,LATE-ONSET RETINAL DEGENERATION (disorder)
17797,17798,"INCLUSION BODY MYOPATHY 3, AUTOSOMAL DOMINANT"
17798,17799,"Hyperaldosteronism, Familial, Type II"
17799,17800,Broad philtrum
17800,17801,Prominent nasal bridge
17801,17802,Short nose
17802,17803,"BLEPHAROPHIMOSIS, PTOSIS, AND EPICANTHUS INVERSUS, TYPE II WITH DUANE RETRACTION SYNDROME"
17803,17804,"Deafness, Autosomal Dominant 39, with Dentinogenesis Imperfecta 1"
17804,17805,"Charcot-Marie-Tooth disease, Type 2B2"
17805,17806,"Charcot-Marie-Tooth disease, Type 2B1"
